title;alias;type;catid;short_description;description;geodata;latitude;longitude;geo_x;geo_y;geo_z;zoom;address;addr_no;addr_addinfo;zip_code;city;region;country;phone;url;email;additional_fields;image;icons;published;created;modified
WC Alter Hof;wc-alter-hof;toilet;191;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;;1;481.380.166;115.779.499;41.651.044.283.051;85.330.281.669.699;47.448.309.141.981;14;Alter Hof;3;;80331;MÃ¼nchen ;Bayern;Deutschland;;;;"{""wc_shortname"":""alterh1"",""wc_plan"":""alterh1WC"",""wc_fotos"":""vinoth1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das WC ist stufenlos \u00fcber einen Lift zu erreichen und befindet sich im Untergeschoss, hinter der Vinothek."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""<p>Die erste T\u00fcr (ganz hinten im Vinorant) \u00f6ffnet nach innen, Anschlag rechts (90cm lichte Weite) und f\u00fchrt durch einen kurzen Flur, der meist verstellt ist. <br \/>Das Waschbecken, Oberkante 87 cm, ist auf 70 cm H\u00f6he unterfahrbar.<\/p>"",""wc_seat"":""48"",""wc_accessleft"":""100"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""<p>Neben dem WC-Becken (im Sitzen links) ist ein Notruf.<\/p>""}";"{""image_small"":""images\/wc-nz\/vinoth1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""7"",""2"":""11"",""3"":""12""}";1;1/1/2009 0:00;08/09/2020 13:26
WC Alter Wirt GrÃ¼nwald;wc-alter-wirt-gruenwald;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte. ;Der Haupteingang ist barrierefrei, aber man muss von der Seite her kommen, da das GebÃ¤ude am Hang steht. An der HaustÃ¼r und der nÃ¤chsten TÃ¼r ist jeweils eine Schwelle von 3 cm. Sie Ã¶ffnet auf 105 cm nach auÃŸen und ist links angeschlagen. Der TÃ¼rgriff ist in 85 cm HÃ¶he. Dann geht es durchÂ  einen Windfang (260x300 cm) und eine 115 cm breite TÃ¼r, die nach innen Ã¶ffnet (Anschlag rechts). Der TÃ¼rgriff dieser TÃ¼r ist in 85-102 cm HÃ¶he.;1;480.399.894;115.229.817;41.738.693.480.685;85.092.692.262.684;47.375.498.981.649;14;Marktplatz;1;;82031;GrÃ¼nwald ;;DE;089 64 19 340;http://www.alterwirt.de;info@alterwirt.de;"{""wc_shortname"":""alterw1WC1"",""wc_plan"":""alterw1WC"",""wc_fotos"":""alterw1WC1f3"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das WC ist im Untergeschoss, wohin man mit einem Aufzug (T\u00fcr 80 cm, Kabinenma\u00dfe 100x100 cm) gelangt. Die Bedienelemente im Aufzug sind auf 150 cm."",""wc_easy"":""Die Toilette ist okay. \r\nMan kann den WC-Sitz von der linken Seite und von vorn anfahren.\r\nEs gibt nur einen festen Haltegriff."",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken, es ist klein und w\u00fcrfelf\u00f6rmig (30x30 cm), ist auf 75 cm unterfahrbar. Die Waschbeckenoberkante ist in 90 cm H\u00f6he. Links neben dem Waschbecken h\u00e4ngt ein Spiegel ab 90 cm H\u00f6he."",""wc_seat"":""45"",""wc_accessleft"":""90"",""wc_accessright"":"""",""wc_numgrip"":""einer"",""wc_wheregrip"":""fr"",""wc_addinfo"":""Das WC-Becken ist links von der T\u00fcr. Der Sp\u00fclknopf ist rechts beim dem Haltegriff.<br \/>Die ausklappbare Wickelauflage bzw. Ablage neben dem WC-Becken ist einfach und platzsparend - eine gute L\u00f6sung.""}";"{""image_small"":""images\/wc-af\/alterw1WC1f2.jpg"",""image"":""images\/wc-header\/alterw1WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit festem Haltegriff und WC-Becken."",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""11"",""2"":""13""}";1;1/1/2009 0:00;04/11/2020 12:15
WC Alter Wirt Forstenried;wc-alter-wirt-forstenried;toilet;209;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;;1;4.808.435;1.149.496;41.706.893.398.106;84.815.428.429.257;4.740.846.521.543;14;Forstenrieder Allee;187;;81476;MÃ¼nchen;Bayern;Deutschland;089 745 54 60;http://www.alterwirt-forstenried.de;info@alterwirt-forstenried.de;"{""wc_shortname"":""alterw2WC1"",""wc_plan"":""alterw2WC1"",""wc_fotos"":""alterw2WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das WC ist im Erdgeschoss und stufenlos erreichbar."",""wc_easy"":""Mit einem gro\u00dfen ( Elektro- ) Rollstuhl kann es schwierig werden.\r\nEs gibt nur einen festen B\u00fcgel auf der rechten Seite."",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""130"",""wc_roominfos"":""<p>Das Waschbecken h\u00e4ngt auf Oberkante 83 cm, und ist auf 63 cm H\u00f6he unterfahrbar<br \/>Das WC ist super-sauber.<\/p>"",""wc_seat"":""48"",""wc_accessleft"":"""",""wc_accessright"":""90"",""wc_numgrip"":""einer"",""wc_wheregrip"":""fr"",""wc_addinfo"":""<p>Neben dem WC-Becken (im Sitzen rechts) ist ein Notruf. Ein B\u00fcgel auf der linken Seite w\u00fcrde die Rolli-Qualit\u00e4t erheblich aufwerten.<\/p>""}";"{""image_small"":""images\/wc-af\/alterw2WC1f1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""2"",""1"":""4"",""2"":""20""}";1;1/1/2009 0:00;08/09/2020 14:00
WC Steinsee - Restaurant, Niederseeon;wc-steinsee-restaurant-cafe-familienbad;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;;1;48.024.268;11.859.205;41.700.761.330.464;87.567.235.987.723;47.363.808.929.122;14;Niederseeon;17;;85665;Moosach ;Bayern;Deutschland;08093 788;;;"{""wc_shortname"":""steins1"",""wc_plan"":""steins1WC"",""wc_fotos"":""steins1fWC1"",""wc_location"":""Der stufenlose Zugang zum Geb\u00e4ude ist \u00fcber eine Rampe links vom Eingang, die leider gepflastert ist.\u00a0 Die Eingangst\u00fcre ist eine Doppelfl\u00fcgelt\u00fcre, die auf 2x65 cm nach au\u00dfen aufschl\u00e4gt."",""wc_ramp_length"":""2,5"",""wc_ramp_incline"":""10"",""wc_infos"":""Das WC ist stufenlos erreichbar gleich beim Haupteingang."",""wc_easy"":"""",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""95"",""wc_room_diameter"":""150"",""wc_roominfos"":""Die T\u00fcr zur WC-Anlage hat 95 cm Breite.\u00a0 Der Lichtschalter ist auf 100cm<strong>.<\/strong><br \/>Das Waschbecken ist links von der T\u00fcr, Oberkante 80cm, unterfahrbar auf 70cm bis 30cm Tiefe. Ein riesiger Spiegel h\u00e4ngt auf Unterkante 90 cm."",""wc_seat"":""48"",""wc_accessleft"":"""",""wc_accessright"":""110"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""rfl"",""wc_addinfo"":""Neben dem beweglichen B\u00fcgel h\u00e4ngt ein Schnurnotruf auf 35 cm herunter.""}";"{""image_small"":""images\/wc-nz\/steins1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""2"",""1"":""4"",""2"":""11""}";1;1/1/2009 0:00;07/09/2020 17:25
WC Wirtshaus am Hart Herren;wc-wirtshaus-am-hart-herren;toilet;200;HalbÃ¶ffentliche Toilette in einer TheatergaststÃ¤tte.;Die EingangstÃ¼r zum Wirtshaus am Hart hat eine lichte Weite von 145 cm und Ã¶ffnet nach auÃŸen.;1;481.964.294;115.765.999;41.603.834.387.401;8.522.334.894.145;47.491.629.496.342;14;Sudetendeutsche Str.;40;;80937;MÃ¼nchen ;;DE;089 37 77 96 02;http://www.theater-platzl.de;info@theater-platz.de;"{""wc_shortname"":""amhart1WC2"",""wc_plan"":""amhart1WC2"",""wc_fotos"":""amhart1WC2f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die hier besprochene Herrentoilette ist extrem eng. Sie ist im Erdgeschoss gleich beim Gastraum.<br \/>Man kann als Herr das etwas gr\u00f6\u00dfere Damen-WC auch nutzen, da es nicht in der WC-Anlage Damen integriert ist. Das Damen-WC ist am Laubengang und stufenlos erreichbar."",""wc_easy"":""Die T\u00fcr ist sehr schmal.\r\nDie Toilette ist sehr eng. \r\nDie Toilette ist nur mit einem kleinen ( Schiebe- ) Rollstuhl  benutzbar.\r\nDer WC-Sitz ist sehr hoch.\r\nMan kann den WC-Sitz nur an der linken Seite anfahren."",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""76"",""wc_room_diameter"":"""",""wc_roominfos"":""Das Waschbecken ist nicht im Rolli-Herren-Wc, sondern davor."",""wc_seat"":""55"",""wc_accessleft"":""80"",""wc_accessright"":"""",""wc_numgrip"":""2"",""wc_wheregrip"":""lr"",""wc_addinfo"":""""}";"{""image_small"":""images\/wc-af\/amhart1WC2f1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""6"",""1"":""17""}";1;1/1/2009 0:00;22/10/2020 14:58
WC Bellevue;wc-bellevue;toilet;187;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte;<p>Man kommt stufenlos und schwellenfrei durch die HaupteingangstÃ¼r, die 90 cm breit ist, nach auÃŸen aufschlÃ¤gt und links angeschlagen ist in den Windfang. Durch diesen geht es geradeaus durch. Er hat die MaÃŸe 190x250 cm. Durch eine DoppelflÃ¼gelglastÃ¼r gelangt man nun direkt in den Gastraum</p>;1;4.816.032;1.156.391;4.163.503.564.569;85.191.184.584.719;47.464.855.708.963;14;SchleiÃŸheimer Str.;142a ;;80797;MÃ¼nchen ;Bayern;Deutschland;089 127 00 433;;;"{""wc_shortname"":""bellev1WC"",""wc_plan"":""bellev1WC"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das WC ist im Erdgeschoss gleich schr\u00e4g links vom Eingang und stufenlos erreichbar.<\/p>"",""wc_easy"":""Der Raum ist sehr eng. \r\nMan kann den WC-Sitz von der rechten Seite anfahren. \r\nEs gibt keinen B\u00fcgel oder Haltegriff."",""wc_euro"":""ka"",""wc_doorknob"":""85"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""110"",""wc_roominfos"":""<p>Die Beleuchtung ist immer eingeschaltet. Die Waschbeckenoberkante ist in 86 cm H\u00f6he, das Becken ist auf 75 cm unterfahrbar.<\/p>"",""wc_seat"":""47"",""wc_accessleft"":""110"",""wc_accessright"":"""",""wc_numgrip"":"""",""wc_wheregrip"":""none"",""wc_addinfo"":""<p>Bei unserem Besuch (Juli 2016) waren die B\u00fcgel noch nicht montiert.<\/p>""}";"{""image_small"":""images\/gastro-af\/bellev1fa2.jpg"",""image"":""images\/wc-header\/bellev1fWC1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbeckenanschnitt und WC-Becken."",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""7"",""2"":""20""}";1;1/1/2009 0:00;31/05/2021 19:57
WC Fasanerie;wc-fasanerie;toilet;201;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p>Am Hauseingang ist 1 Stufe von 7 cm. Die TÃ¼r hat 100 cm Platz zum Durchfahren und geht nach auÃŸen auf, Anschlag links.</p>;1;48.173.065;1.149.363;41.635.106.527.146;84.659.377.800.391;47.474.307.809.359;14;Hartmannshoferstr.;20;;80997;MÃ¼nchen ;;DE;089 14 95 607;http://www.neue-fasanerie.de;info@neue-fasanerie.de;"{""wc_shortname"":""fasane1WC1"",""wc_plan"":""fasane1WC1"",""wc_fotos"":"""",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""<p>Das WC ist im Erdgeschoss.<\/p>"",""wc_easy"":""Der WC-Sitz ist etwas hoch.\r\nMan kann den WC-Sitz von vorn und etwas eng von der linken Seite anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""nz"",""wc_doorautopen"":""ar"",""wc_door_width"":""92"",""wc_room_diameter"":""120"",""wc_roominfos"":""<p>Das Waschbecken, Oberkante 88 cm, ist in 30 cm auf 75 cm unterfahrbar. Der Spiegel ist kippbar.<\/p>"",""wc_seat"":""51"",""wc_accessleft"":""70"",""wc_accessright"":""75"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""<p>Das WC-Becken ist gegen\u00fcber der T\u00fcr.<\/p>""}";"{""image_small"":""images\/wc-af\/fasane1WC1f1.jpg"",""image"":""images\/wc-header\/fasane1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":"""",""height"":""""}";"{""0"":""1"",""1"":""4"",""2"":""17""}";1;1/1/2009 0:00;31/05/2021 19:57
WC VereinsgaststÃ¤tte am Sportpark Grasbrunn;wc-vereinsgaststaette-am-sportpark-grasbrunn;toilet;212;HalbÃ¶ffentliche Toilette in einer SportgaststÃ¤tte.;Die behindertengerechte bzw. rollstuhlgerechte Toilette ist in der VereinsgaststÃ¤tte 'am Sportpark'.;1;480.877.943;117.508.163;41.665.812.782.588;86.671.208.244.796;47.411.023.631.432;14;Am Sportpark;1;;85630;Grasbrunn ;;DE;089 43 57 63 30;;;"{""wc_shortname"":""sp-grasbr1WC2"",""wc_plan"":""sp-grasbr1WC2"",""wc_fotos"":""amspor1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Am Eingang ist eine Schwelle von 2 cm."",""wc_easy"":""Die Toilette ist gut.<br \/>Nur der WC-Sitz ist\u00a0 hoch."",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist auf 72 cm unterfahrbar, die Waschbeckenoberkante ist in 85 cm H\u00f6he. Zu beiden Seiten des Waschbeckens sind feste B\u00fcgel montiert. Die Unterkante des Spiegels \u00fcber dem Waschbecken ist in 100 cm H\u00f6he."",""wc_seat"":""50"",""wc_accessleft"":""100"",""wc_accessright"":""90"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Der Sp\u00fcltaster ist im rechten B\u00fcgel.""}";"{""image_small"":""images\/wc-af\/amspor1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""11""}";1;1/1/2009 0:00;09/12/2019 17:49
WC Gasthaus Waldpark, Putzbrunn Waldkolonie;wc-gasthaus-waldpark;toilet;212;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;"Information zum Hauseingang - siehe <a href=""barrierefreie-orte/lokale-muenchen/2437-gasthaus-waldpark"">Gasthaus Waldpark</a>.";1;480.712.655;116.932.616;41.687.889.690.699;86.280.339.910.808;47.398.744.525.407;14;Parkstr.;1;;85640;Putzbrunn Waldkolonie;Bayern;Deutschland;089 56 82 53 51;;;"{""wc_shortname"":""waldpa1WC1"",""wc_plan"":""waldpa1WC1"",""wc_fotos"":""waldpa1WC1f2"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die Toiletten sind im Untergeschoss. Dorthin gelangt man mit einem Treppenlifter, der vom Personal bedient wird."",""wc_easy"":""Die Toilette ist okay.\r\nDer WC-Sitz ist zu hoch.\u00a0\r\nMan kann nur von vorn anfahren."",""wc_euro"":""ka"",""wc_doorknob"":""105"",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""94"",""wc_room_diameter"":""150"",""wc_roominfos"":""Das Waschbecken ist rechts von der T\u00fcr, Oberkante 87 cm und auf 69 cm unterfahrbar. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel, der auf 100 cm zu bedienen ist. <br \/>Das Licht wird durch einen Bewegungssensor eingeschaltet."",""wc_seat"":""53"",""wc_accessleft"":"""",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""Im Sitzen rechts vom WC ist ein Schnurnotruf, der bis auf 20 cm \u00fcber dem Boden h\u00e4ngt. Die WC Sp\u00fclung ist im R\u00fccken auf 105 cm. Leider steht beim letzten P\u00e4chterwechsel eine feste Duschkabine im Raum, sodass man nun nur noch von vorne anfahren kann. Wir haben die Ver\u00e4nderung im Juli 2018 bemerkt.""}";"{""image_small"":""images\/wc-nz\/waldpa1WC1f1.jpg"",""image"":""images\/wc-header\/waldpa1WC1f1q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit WC-Becken und Dusche."",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""7"",""2"":""20""}";1;1/1/2009 0:00;31/05/2021 19:59
WC Asam-SchlÃ¶ssl;wc-asam-schloessl;toilet;209;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;<p>Durch den Haupteingang, einer DoppelflÃ¼geltÃ¼re mit 2x60 cm lichter Weite, die nach innen aufgeht, kommt man schwellenfrei direkt in einen Vorraum. Durch eine weitere 80 cm breite TÃ¼re mit Anschlag rechts, die nach innen Ã¶ffnet, gelangt man in die GastrÃ¤ume.</p>;1;4.809.525;1.154.266;41.690.980.491.906;85.144.569.691.251;47.416.561.116.813;14;Maria-Einsiedel-Str.;45;;81379;MÃ¼nchen ;Bayern;Deutschland;089 723 63 73;http://www.asamschloessl.de;bn@asamschloessl.de;"{""wc_shortname"":""asamsc1WC1"",""wc_plan"":""asamsc1WC1"",""wc_fotos"":""asamsc1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das WC ist im EG, am hinteren Ende der Gastr\u00e4ume und stufenlos erreichbar."",""wc_easy"":""Die T\u00fcr ist schmal. \r\nDer Raum ist eng. \r\nEin kleiner ( Schiebe- ) Rollstuhl passt rein. \r\nMan kann den WC-Sitz nur schr\u00e4g rechts anfahren."",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""ir"",""wc_doorautopen"":""nz"",""wc_door_width"":""80"",""wc_room_diameter"":""120"",""wc_roominfos"":"""",""wc_seat"":""40"",""wc_accessleft"":"""",""wc_accessright"":""65"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""flr"",""wc_addinfo"":""Das WC-Becken ist linkerhand nach dem Waschbecken angeordnet. <br \/>Die Sitzh\u00f6he kann mit einem unter dem Waschbecken griffbereit liegenden Toilettenaufsatz auf 51 cm erh\u00f6ht werden. <br \/>Das WC ist rechts bedingt bzw. schr\u00e4g anfahrbar ,da das Waschbecken im Weg ist.""}";"{""image_small"":""images\/wc-af\/asamsc1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""17""}";1;1/1/2009 0:00;14/09/2020 18:01
WC Berghotel Aschbach, Feldkirchen-Westerham;wc-berghotel-aschbach;toilet;212;HalbÃ¶ffentliche Toilette in einem Hotel.;Der Haupteingang ist barrierefrei. Vor dem Eingang ist relativ flaches Pflaster verlegt. Die EingangstÃ¼r schlÃ¤gt nach innen auf 130 cm auf, Anschlag rechts, dann kommt man durch einen Windfang (MaÃŸe 210x260 cm), den man geradeaus durchquert und durch eine DoppelflÃ¼geltÃ¼r mit 110 cm lichter Weite, Aufschlag nach innen.;1;47.9;11.85;41.802.606.899.211;87.710.982.925.597;47.271.280.828.557;14;Aschbachstr.;3;;83620;Feldkirchen-Westerham ;Bayern;Deutschland;08063 8 06 60;;;"{""wc_shortname"":""div-aschba1WC1"",""wc_plan"":""div-aschba1WC1"",""wc_fotos"":""div-aschba1WC1f1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Das Rolli-WC befindet sich im Erdgeschoss in der Damentoilette und ist stufenlos erreichbar."",""wc_easy"":""Ein kleiner ( Schiebe- ) Rollstuhl passt in die Toilette rein.\r\nDer WC-Sitz ist hoch.\r\nMan kann den WC-Sitz von der linken Seite und von vorn anfahren.\r\nEs gibt nur einen beweglichen Haltegriff."",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""ar"",""wc_doorautopen"":""nz"",""wc_door_width"":""93"",""wc_room_diameter"":""125"",""wc_roominfos"":""Die Waschbecken sind im Vorraum, Oberkante 85 cm, unterfahrbar auf lichte H\u00f6he 65 cm. Der Spiegel \u00fcber dem Waschbecken h\u00e4ngt zu hoch, aber es gibt an der anderen Wand einen gro\u00dfen Spiegel, der ca. 60 cm \u00fcber dem Boden beginnt."",""wc_seat"":""52"",""wc_accessleft"":""80"",""wc_accessright"":"""",""wc_numgrip"":""einer"",""wc_wheregrip"":""l"",""wc_addinfo"":""Das WC-Becken ist gegen\u00fcber von der T\u00fcr.""}";"{""image_small"":""images\/wc-af\/div-aschba1WC1f1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""20""}";1;1/1/2009 0:00;04/11/2020 09:20
WC ASV Dachau;wc-asv-dachau;toilet;234;HalbÃ¶ffentliche Toilette in einer Sportanlage.;<p>Das WC ist im Erdgeschoss des GebÃ¤udekomplexes Kulturzentrum und stufenlos erreichbar. Den SchlÃ¼ssel erhÃ¤lt man im Restaurant.</p>;1;482.450.127;114.357.725;4.158.517.027.262;84.120.637.857.496;47.527.622.455.386;14;GrÃ¶benrieder Str.;21;;85221;Dachau ;Bayern;Deutschland;08131 35 07 17;http://www.asv-finale.de;;"{""wc_shortname"":""sp-dachau1WC"",""wc_plan"":""sp-dachau1WC"",""wc_fotos"":""asvgas1fWC1"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":"""",""wc_easy"":""Die Toilette ist okay.\r\nDie T\u00fcr ist schmal.\r\nder WC-Sitz ist etwas hoch. Man kann von der linken Seite und von vorn anfahren."",""wc_doorknob"":"""",""wc_doortaster"":"""",""wc_dooropens"":""al"",""wc_doorautopen"":""nz"",""wc_door_width"":""80"",""wc_room_diameter"":""120"",""wc_roominfos"":""Das Waschbecken ist gegen\u00fcber der T\u00fcr, Oberkante 80 cm und auf 60 cm unterfahrbar. \u00dcber dem Waschbecken h\u00e4ngt ein Kippspiegel. Rechts neben dem Waschbecken ist auf 110 cm ein Notschalter an der Wand."",""wc_seat"":""50"",""wc_accessleft"":""88"",""wc_accessright"":"""",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lfr"",""wc_addinfo"":""Das WC-Becken ist rechts von der T\u00fcr. Rechts ist 37 cm Platz bis zur Wand.""}";"{""image_small"":""images\/wc-af\/asvgas1fWC1.jpg"",""image"":"""",""alt"":"""",""caption"":"""",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""20""}";1;1/1/2009 0:00;13/10/2020 11:53
WC Augustiner GroÃŸgaststÃ¤tte;wc-augustiner-grossgaststaette;toilet;191;HalbÃ¶ffentliche Toilette in einer GaststÃ¤tte.;"<p>Am besten geeignet ist der linke Eingang Ã¼ber dem ""IberlbÃ¼hne"" steht (DoppelflÃ¼geltÃ¼r 175 cm Breite, Schwelle 2 cm, Ã¶ffnet nach auÃŸen). Man geht geradeaus durch einen groÃŸzÃ¼gigen Windfang und eine weitere baugleiche DoppelflÃ¼geltÃ¼r nach hinten bis zur Rampe. Vor der Rampe biegt man rechts ab zum Aufzug (TÃ¼rbreite 88 cm, KabinenmaÃŸ 110x140 cm). Mit dem Aufzug gelangt man einen Halbstock nach oben.</p>";1;481.384.215;11.568.918;41.652.060.382.851;85.263.950.952.443;47.448.609.595.468;14;Neuhauserstr.;27;;80331;MÃ¼nchen ;Bayern;Deutschland;089 23 18 32 57;http://www.augustiner-restaurant.com;mail@augustiner-restaurant.com;"{""wc_shortname"":""augusti1WC1"",""wc_plan"":""augusti1WC1"",""wc_fotos"":""augusti1WC1f4, augusti1WC1f3"",""wc_location"":"""",""wc_ramp_length"":"""",""wc_ramp_incline"":"""",""wc_infos"":""Die behindertengerechte, bzw. rollstuhlgerechte Toilette ist genau gegen\u00fcber, wenn man den Aufzug verl\u00e4sst - in 3 m Entfernung."",""wc_easy"":""Die Toilette ist sehr gut."",""wc_euro"":""ka"",""wc_doorknob"":"""",""wc_doortaster"":""85"",""wc_dooropens"":""nz"",""wc_doorautopen"":""ar"",""wc_door_width"":""90"",""wc_room_diameter"":""150"",""wc_roominfos"":""Der Taster (T\u00fcr\u00f6ffner) au\u00dfen rechts von der T\u00fcr ist in 75 cm H\u00f6he. Der Taster innen und die T\u00fcrverriegelung sind in 85. cm H\u00f6he. Das Waschbecken ist unterfahrbar. Dar\u00fcber h\u00e4ngt ein fest installierter Kippspiegel."",""wc_seat"":""45"",""wc_accessleft"":""95"",""wc_accessright"":""95"",""wc_numgrip"":""zwei"",""wc_wheregrip"":""lr"",""wc_addinfo"":""Die WC-Sp\u00fclung kann wahlweise im rechten B\u00fcgel oder hinter dem WC-Becken an der Wand in 100 cm H\u00f6he ausgel\u00f6st werden. Aus der Sitzposition gesehen h\u00e4ngt links vom WC-Becken eine Notrufschnur, die bei unserem Besuch (Mai 2019) an der R\u00fcckenlehne festgebunden war.""}";"{""image_small"":""images\/wc-af\/augusti1WC1f2.jpg"",""image"":""images\/wc-header\/augusti1WC1f2q.jpg"",""alt"":"""",""caption"":""Sanit\u00e4rraum mit Waschbecken und WC-Becken."",""width"":"""",""height"":""""}";"{""0"":""4"",""1"":""7"",""2"":""12"",""3"":""20""}";1;1/1/2009 0:00;31/05/2021 20:01
